Motor_Power_HP,Working_Hours_Per_Day,Power_Fluctuation,Mechanical_Loss,Environmental_Loss,Electrical_Loss,Lifespan_Hours
0.5,1,7.49080237694725,1.9014286128198323,0.36599697090570255,5,46029.08708848943
0.5,2,3.119890406724053,0.11616722433639892,0.4330880728874676,5,45694.48112602628
0.5,3,12.022300234864176,1.416145155592091,0.010292247147901223,5,45065.4294091671
0.5,4,3.6680901970686763,0.6084844859190754,0.2623782158161189,5,45922.929436603685
0.5,5,8.638900372842315,0.5824582803960838,0.30592644736118974,5,45119.96366301336
0.5,6,7.327236865873834,0.9121399684340719,0.3925879806965068,5,45157.319175966506
0.5,7,3.9934756431671947,1.0284688768272232,0.29620728443102123,5,44416.095189831474
0.5,8,3.4104824737458306,0.13010318597055903,0.4744427686266666,5,45272.11443741926
0.5,9,19.312640661491187,1.6167946962329223,0.15230688458668534,5,42093.1511421789
0.5,10,8.803049874792027,0.24407646968955765,0.2475884550556351,5,44509.42229042284
0.5,11,0.6877704223043679,1.8186408041575641,0.12938999080000846,5,45022.32667421342
0.5,12,10.401360423556216,1.0934205586865593,0.09242722776276352,5,41874.947800062044
0.5,13,19.391692555291172,1.550265646722229,0.46974947078209456,5,41232.18486966487
0.5,14,18.437484700462335,0.176985004103839,0.0979914312095726,5,41337.002273348444
0.5,15,0.9045457782107613,0.6506606615265287,0.194338644844741,5,42713.34535215961
1.0,1,7.135066533871786,0.5618690193747615,0.27134804157912423,5,45708.026477798834
1.0,2,2.818484499495253,1.6043939615080793,0.03727532183988541,5,44415.194113663456
1.0,3,14.580143360819747,1.5425406933718915,0.03702232586704518,5,42764.4556947052
1.0,4,7.169314570885453,0.23173811905025943,0.43155171293779676,5,46159.5769164649
1.0,5,1.2711670057204727,0.6219646434313244,0.16259166101337352,5,43880.95817142078
1.0,6,14.59212356676128,1.2751149427104262,0.44360637128816327,5,44019.25686284006
1.0,7,14.2648957444599,1.5215700972337949,0.2806385987847481,5,42848.20982257293
1.0,8,15.41934359909122,0.9875911927287815,0.26136641469099703,5,43132.225226396185
1.0,9,2.157828539866089,0.0628583713734685,0.3182052056318902,5,44354.54944498545
1.0,10,6.287119621526534,1.0171413823294055,0.4537832369630465,5,43670.24218187463
1.0,11,15.111022770860973,0.4575963309832449,0.038489954914396496,5,44035.908450779425
1.0,12,5.795029058275361,0.32244257450800884,0.46484882617128653,5,42625.40306230801
1.0,13,17.429211803754356,1.607344153798229,0.09328502944301792,5,40148.57757507191
1.0,14,17.851179969799556,1.0786844838313014,0.40372007758203127,5,41482.968268757955
1.0,15,2.201038490553535,0.45587032508388337,0.21355389431312816,5,42272.05853847216
1.5,1,16.36029531844986,1.7214611665126869,0.0034760652655953517,5,45956.677899829345
1.5,2,4.442156209414605,0.2397307346673656,0.16880758570181398,5,44605.99727498518
1.5,3,18.858194078250385,0.6464058640415105,0.25939531087168305,5,44004.336813185626
1.5,4,19.435641654419214,1.9248945898842225,0.12589114791268208,5,40827.084227000334
1.5,5,9.94497011784771,0.6017566196335393,0.1424202471887338,5,43531.06687225443
1.5,6,10.05358046457723,0.1029575024999787,0.13932323211830572,5,44106.11086678115
1.5,7,18.165317719333075,0.47912378133394484,0.07244743604561155,5,42167.86165519027
1.5,8,4.841105430230009,1.344271094811757,0.3808098076643588,5,43060.72915568351
1.5,9,4.752750879847993,1.4564326972237192,0.1838915663596266,5,41499.35747434534
1.5,10,10.71549368149517,0.1805795401088166,0.417651247794619,5,41237.009484406866
1.5,11,6.415601299434717,0.37303702079970846,0.020387570777381958,5,41255.12262058952
1.5,12,0.33175657855712304,1.024186116598562,0.11324788759896898,5,42124.517924410145
1.5,13,12.903455808188998,0.3487328580099829,0.345468869051233,5,41142.00533968875
1.5,14,2.750418882919865,0.682132702100517,0.056736760620294535,5,42716.460757210676
1.5,15,18.493872365571256,1.754678706761962,0.1289708138575778,5,39164.92739221445
2.0,1,11.104016231989247,1.059301156712013,0.12092614545022584,5,43073.036564385264
2.0,2,1.8620553561179842,1.7944315159066535,0.4502090285816652,5,45231.515639827834
2.0,3,6.984191492253218,1.4519113577404787,0.44855512997628855,5,42060.62035080265
2.0,4,17.741728485302346,1.5597510917152477,0.3210158230771439,5,41759.155424574696
2.0,5,0.18394103233259296,0.2029430857320642,0.3317508845540279,5,43366.85747904705
2.0,6,0.10123167692437374,0.3216161028349973,0.27436689468329306,5,42942.53794122755
2.0,7,4.485386189211196,1.4243584426950717,0.11862454374840004,5,41554.86422634294
2.0,8,6.5079939631853545,1.4929828102360483,0.32481644952360733,5,41915.814729745194
2.0,9,11.366172066709431,0.18734953565618495,0.18385790152971676,5,41437.2434897741
2.0,10,5.304047353634509,0.48797928675816715,0.4865052773762228,5,41603.679434378464
2.0,11,12.622772519945258,1.5896226070832968,0.25131854655259606,5,41356.846679381335
2.0,12,11.538077692527182,0.9850353876377278,0.09762149389902225,5,42367.879416045034
2.0,13,0.4863193286290768,1.2909445918143356,0.08855533970352447,5,41184.438100565094
2.0,14,18.809171687058285,1.9078571540051747,0.45743219511022426,5,39760.57054561813
2.0,15,19.333096380873393,1.9272399541785057,0.42650472773368003,5,38649.47720300883
2.5,1,5.888977841391714,0.7701954572038505,0.42556833575842845,5,44539.266938591165
2.5,2,11.136025249167004,1.872309548321562,0.3480148983374865,5,42889.200569389395
2.5,3,11.401223401787298,0.19435298754153707,0.30750361334958487,5,41951.52585051334
2.5,4,14.815372355084088,1.394031481990536,0.35124204199355463,5,41794.465143019916
2.5,5,7.189823024395103,0.5871836885289867,0.4046805777392568,5,42480.636444555515
2.5,6,18.264811051129428,1.0226847977218756,0.2507581473435998,5,41079.58993137421
2.5,7,15.965903579335503,1.2999278615555303,0.3509834386288517,5,40945.65783379786
2.5,8,6.759903137030716,0.751165905279888,0.0469909699204345,5,42148.75032664445
2.5,9,11.56560281992348,0.07188454759348417,0.23279900906623008,5,43679.594444658294
2.5,10,11.816665211380215,0.06100049987809886,0.01867409437460721,5,41421.19163979899
2.5,11,16.452011213193167,0.7203812828225258,0.06353025632594239,5,39202.46296797357
2.5,12,4.316420549936863,1.2457809516380005,0.042673732496884,5,41395.579602867794
2.5,13,1.033634423372154,1.062709263136296,0.27031756080505326,5,40266.68765474041
2.5,14,19.51704158925069,1.0326006966023906,0.16147823647062298,5,38822.49039693356
2.5,15,15.903723895374073,0.5416645025241484,0.21948571035281805,5,40800.87158178086
3.0,1,3.4658864014169155,0.3128740853421721,0.12512144908229766,5,42073.11186203792
3.0,2,10.984533294122409,1.4291918454001247,0.33009868835886563,5,41744.605138247854
3.0,3,12.234414924687044,0.8392001248555798,0.12386549475057873,5,40543.67471124872
3.0,4,7.119453573025232,1.5156922209287382,0.007196744314877934,5,42464.00212128234
3.0,5,1.9566832130200296,0.9832317502336647,0.23673588539028284,5,40822.34218041372
3.0,6,3.4640373982003037,0.8677032984759461,0.19925236719868672,5,40877.05077548357
3.0,7,0.9060801954408904,0.7492252292529424,0.3129299578571182,5,41155.050579749644
3.0,8,10.062725171601754,1.7129796823766446,0.3293468158094725,5,41075.02175957832
3.0,9,11.715511625469265,1.8804604828499152,0.2877370889379395,5,40383.45344444198
3.0,10,7.763398524130438,1.2865764368847064,0.22912644524575831,5,40278.96019375576
3.0,11,7.722052756015485,1.9223811276478284,0.45267532097803187,5,40269.29408444577
3.0,12,3.915822695785929,0.1387226017503309,0.050389000688713326,5,42100.29469525424
3.0,13,6.379512605875226,1.6897506219389091,0.011635967867912933,5,40203.75718322335
3.0,14,16.289369651778717,0.5637095495467999,0.05908241381082813,5,38807.655959296615
3.0,15,17.54944027054106,1.4701420876077715,0.4017404651924243,5,37356.564449083424
3.5,1,5.64069145142613,0.35487908755944564,0.37530737582042917,5,44658.509235099235
3.5,2,15.528259214839936,0.6816070805060357,0.46537866280178236,5,42694.251311143955
3.5,3,17.168255036860238,0.8579880547500367,0.3754355338957487,5,41474.37805476238
3.5,4,18.051058133591333,1.0105047448957143,0.4132287330538708,5,40421.404391693606
3.5,5,6.400992020612235,1.791046456992401,0.19460083936708156,5,41638.11761204757
3.5,6,19.0012393410161,1.9012142938751122,0.28671894406164306,5,40419.00412983839
3.5,7,12.636744243395984,0.8968910439566395,0.14660538584903227,5,39609.65443897899
3.5,8,15.0474905887536,1.583158087451697,0.39480907139727694,5,41102.92783091367
3.5,9,1.8241220609738074,0.9888406094051629,0.028779380008322142,5,43598.79554782616
